delta_t	error
0.139900	0.083154
0.140000	0.083261
0.140100	0.083368
0.140200	0.083477
0.140300	0.083584
0.140400	0.083694
0.140500	0.083803
0.140600	0.083911
0.140700	0.084022
0.140800	0.084135
0.140900	0.084249
0.141000	0.084367
0.141100	0.084486
0.141200	0.084609
0.141300	0.084736
0.141400	0.084847
0.141500	0.084959
0.141600	0.085087
0.141700	0.085205
0.141800	0.085316
0.141900	0.085434
0.142000	0.085556
0.142100	0.085681
0.142200	0.085807
0.142300	0.085932
0.142400	0.086057
0.142500	0.086182
0.142600	0.086308
0.142700	0.086435
0.142800	0.086561
0.142900	0.086689
0.143000	0.086815
0.143100	0.086940
0.143200	0.087064
0.143300	0.087183
0.143400	0.087303
0.143500	0.087425
0.143600	0.087547
0.143700	0.087669
0.143800	0.087779
0.143900	0.087903
0.144000	0.088027
0.144100	0.088131
0.144200	0.088233
0.144300	0.088338
0.144400	0.088442
0.144500	0.088542
0.144600	0.088639
0.144700	0.088734
0.144800	0.088832
0.144900	0.088930
0.145000	0.089030
0.145100	0.089128
0.145200	0.089226
0.145300	0.089324
0.145400	0.089423
0.145500	0.089521
0.145600	0.089617
0.145700	0.089713
0.145800	0.089811
0.145900	0.089916
0.146000	0.090020
0.146100	0.090121
0.146200	0.090206
0.146300	0.090302
0.146400	0.090402
0.146500	0.090498
0.146600	0.090595
0.146700	0.090688
0.146800	0.090783
0.146900	0.090879
0.147000	0.090975
0.147100	0.091072
0.147200	0.091169
0.147300	0.091266
0.147400	0.091363
0.147500	0.091460
0.147600	0.091558
0.147700	0.091658
0.147800	0.091757
0.147900	0.091855
0.148000	0.091949
0.148100	0.092043
0.148200	0.092144
0.148300	0.092254
0.148400	0.092359
0.148500	0.092452
0.148600	0.092548
0.148700	0.092664
0.148800	0.092778
0.148900	0.092876
0.149000	0.092976
0.149100	0.093084
0.149200	0.093192
0.149300	0.093296
0.149400	0.093401
0.149500	0.093505
0.149600	0.093608
0.149700	0.093709
0.149800	0.093810
0.149900	0.093911
0.150000	0.094013
0.150100	0.094118
0.150200	0.094223
0.150300	0.094325
0.150400	0.094421
0.150500	0.094514
0.150600	0.094612
0.150700	0.094718
0.150800	0.094821
0.150900	0.094919
0.151000	0.095021
0.151100	0.095122
0.151200	0.095218
0.151300	0.095322
0.151400	0.095429
0.151500	0.095527
0.151600	0.095625
0.151700	0.095729
0.151800	0.095827
0.151900	0.095920
0.152000	0.096013
0.152100	0.096102
0.152200	0.096187
0.152300	0.096271
0.152400	0.096358
0.152500	0.096445
0.152600	0.096533
0.152700	0.096618
0.152800	0.096705
0.152900	0.096801
0.153000	0.096908
0.153100	0.097017
0.153200	0.097114
0.153300	0.097204
0.153400	0.097299
0.153500	0.097401
0.153600	0.097510
0.153700	0.097622
0.153800	0.097721
0.153900	0.097820
0.154000	0.097928
0.154100	0.098039
0.154200	0.098153
0.154300	0.098273
0.154400	0.098387
0.154500	0.098501
0.154600	0.098615
0.154700	0.098729
0.154800	0.098850
0.154900	0.098980
0.155000	0.099111
0.155100	0.099236
0.155200	0.099355
0.155300	0.099476
0.155400	0.099600
0.155500	0.099725
0.155600	0.099853
0.155700	0.099991
0.155800	0.100131
0.155900	0.100259
0.156000	0.100383
0.156100	0.100513
0.156200	0.100652
0.156300	0.100792
0.156400	0.100928
0.156500	0.101062
0.156600	0.101199
0.156700	0.101335
0.156800	0.101472
0.156900	0.101608
0.157000	0.101743
0.157100	0.101884
0.157200	0.102026
0.157300	0.102173
0.157400	0.102315
0.157500	0.102445
0.157600	0.102571
0.157700	0.102698
0.157800	0.102831
0.157900	0.102965
0.158000	0.103099
0.158100	0.103232
0.158200	0.103363
0.158300	0.103495
0.158400	0.103634
0.158500	0.103766
0.158600	0.103891
0.158700	0.104020
0.158800	0.104153
0.158900	0.104287
0.159000	0.104424
0.159100	0.104577
0.159200	0.104725
0.159300	0.104860
0.159400	0.104996
0.159500	0.105131
0.159600	0.105261
0.159700	0.105393
0.159800	0.105523
0.159900	0.105655
0.160000	0.105788
0.160100	0.105927
0.160200	0.106051
0.160300	0.106171
0.160400	0.106294
0.160500	0.106421
0.160600	0.106546
0.160700	0.106670
0.160800	0.106793
0.160900	0.106915
0.161000	0.107037
0.161100	0.107157
0.161200	0.107277
0.161300	0.107406
0.161400	0.107537
0.161500	0.107667
0.161600	0.107801
0.161700	0.107939
0.161800	0.108067
0.161900	0.108199
0.162000	0.108343
0.162100	0.108488
0.162200	0.108634
0.162300	0.108771
0.162400	0.108904
0.162500	0.109043
0.162600	0.109185
0.162700	0.109327
0.162800	0.109469
0.162900	0.109603
0.163000	0.109732
0.163100	0.109875
0.163200	0.110024
0.163300	0.110167
0.163400	0.110307
0.163500	0.110450
0.163600	0.110593
0.163700	0.110729
0.163800	0.110863
0.163900	0.111002
0.164000	0.111137
0.164100	0.111269
0.164200	0.111403
0.164300	0.111536
0.164400	0.111671
0.164500	0.111806
0.164600	0.111934
0.164700	0.112066
0.164800	0.112201
0.164900	0.112335
0.165000	0.112465
0.165100	0.112589
0.165200	0.112718
0.165300	0.112849
0.165400	0.112982
0.165500	0.113111
0.165600	0.113239
0.165700	0.113372
0.165800	0.113503
0.165900	0.113622
0.166000	0.113746
0.166100	0.113875
0.166200	0.114002
0.166300	0.114128
0.166400	0.114257
0.166500	0.114372
0.166600	0.114472
0.166700	0.114575
0.166800	0.114688
0.166900	0.114802
0.167000	0.114916
0.167100	0.115029
0.167200	0.115142
0.167300	0.115249
0.167400	0.115362
0.167500	0.115487
0.167600	0.115603
0.167700	0.115716
0.167800	0.115831
0.167900	0.115949
0.168000	0.116068
0.168100	0.116186
0.168200	0.116307
0.168300	0.116427
0.168400	0.116537
0.168500	0.116641
0.168600	0.116750
0.168700	0.116861
0.168800	0.116968
0.168900	0.117077
0.169000	0.117189
0.169100	0.117302
0.169200	0.117414
0.169300	0.117514
0.169400	0.117598
0.169500	0.117693
0.169600	0.117797
0.169700	0.117903
0.169800	0.118011
0.169900	0.118119
0.170000	0.118228
0.170100	0.118336
0.170200	0.118449
0.170300	0.118568
0.170400	0.118701
0.170500	0.118827
0.170600	0.118943
0.170700	0.119055
0.170800	0.119169
0.170900	0.119293
0.171000	0.119418
0.171100	0.119547
0.171200	0.119685
0.171300	0.119817
0.171400	0.119947
0.171500	0.120078
0.171600	0.120209
0.171700	0.120346
0.171800	0.120483
0.171900	0.120619
0.172000	0.120754
0.172100	0.120891
0.172200	0.121041
0.172300	0.121189
0.172400	0.121317
0.172500	0.121447
0.172600	0.121579
0.172700	0.121709
0.172800	0.121836
0.172900	0.121964
0.173000	0.122089
0.173100	0.122214
0.173200	0.122344
0.173300	0.122481
0.173400	0.122605
0.173500	0.122714
0.173600	0.122827
0.173700	0.122945
0.173800	0.123069
0.173900	0.123199
0.174000	0.123331
0.174100	0.123462
0.174200	0.123597
0.174300	0.123729
0.174400	0.123856
0.174500	0.123987
0.174600	0.124123
0.174700	0.124264
0.174800	0.124401
0.174900	0.124533
0.175000	0.124653
0.175100	0.124764
0.175200	0.124897
0.175300	0.125033
0.175400	0.125162
0.175500	0.125294
0.175600	0.125430
0.175700	0.125563
0.175800	0.125697
0.175900	0.125830
0.176000	0.125963
0.176100	0.126093
0.176200	0.126226
0.176300	0.126358
0.176400	0.126498
0.176500	0.126637
0.176600	0.126770
0.176700	0.126899
0.176800	0.127027
0.176900	0.127159
0.177000	0.127295
0.177100	0.127437
0.177200	0.127583
0.177300	0.127725
0.177400	0.127868
0.177500	0.128015
0.177600	0.128167
0.177700	0.128320
0.177800	0.128465
0.177900	0.128604
0.178000	0.128746
0.178100	0.128901
0.178200	0.129053
0.178300	0.129199
0.178400	0.129345
0.178500	0.129490
0.178600	0.129638
0.178700	0.129786
0.178800	0.129924
0.178900	0.130061
0.179000	0.130202
0.179100	0.130350
0.179200	0.130500
0.179300	0.130641
0.179400	0.130794
0.179500	0.130963
0.179600	0.131127
0.179700	0.131288
0.179800	0.131445
0.179900	0.131606
0.180000	0.131772
0.180100	0.131938
0.180200	0.132103
0.180300	0.132273
0.180400	0.132444
0.180500	0.132608
0.180600	0.132777
0.180700	0.132952
0.180800	0.133133
0.180900	0.133313
0.181000	0.133480
0.181100	0.133643
0.181200	0.133818
0.181300	0.134002
0.181400	0.134179
0.181500	0.134355
0.181600	0.134531
0.181700	0.134706
0.181800	0.134879
0.181900	0.135048
0.182000	0.135219
0.182100	0.135389
0.182200	0.135557
0.182300	0.135721
0.182400	0.135892
0.182500	0.136062
0.182600	0.136216
0.182700	0.136374
0.182800	0.136538
0.182900	0.136701
0.183000	0.136851
0.183100	0.137004
0.183200	0.137157
0.183300	0.137308
0.183400	0.137460
0.183500	0.137617
0.183600	0.137769
0.183700	0.137918
0.183800	0.138074
0.183900	0.138233
0.184000	0.138382
0.184100	0.138523
0.184200	0.138678
0.184300	0.138844
0.184400	0.138997
0.184500	0.139146
0.184600	0.139298
0.184700	0.139448
0.184800	0.139601
0.184900	0.139757
0.185000	0.139910
0.185100	0.140059
0.185200	0.140211
0.185300	0.140362
0.185400	0.140511
0.185500	0.140665
0.185600	0.140836
0.185700	0.140990
0.185800	0.141131
0.185900	0.141276
0.186000	0.141423
0.186100	0.141567
0.186200	0.141712
0.186300	0.141858
0.186400	0.142002
0.186500	0.142148
0.186600	0.142293
0.186700	0.142435
0.186800	0.142580
0.186900	0.142733
0.187000	0.142885
0.187100	0.143042
0.187200	0.143202
0.187300	0.143354
0.187400	0.143510
0.187500	0.143677
0.187600	0.143840
0.187700	0.143997
0.187800	0.144154
0.187900	0.144308
0.188000	0.144462
0.188100	0.144617
0.188200	0.144764
0.188300	0.144911
0.188400	0.145059
0.188500	0.145208
0.188600	0.145365
0.188700	0.145518
0.188800	0.145650
0.188900	0.145786
0.189000	0.145938
0.189100	0.146091
0.189200	0.146241
0.189300	0.146389
0.189400	0.146537
0.189500	0.146685
0.189600	0.146832
0.189700	0.146984
0.189800	0.147139
0.189900	0.147288
0.190000	0.147436
0.190100	0.147586
0.190200	0.147729
0.190300	0.147875
0.190400	0.148024
0.190500	0.148175
0.190600	0.148335
0.190700	0.148492
0.190800	0.148640
0.190900	0.148790
0.191000	0.148943
0.191100	0.149096
0.191200	0.149250
0.191300	0.149406
0.191400	0.149561
0.191500	0.149716
0.191600	0.149871
0.191700	0.150026
0.191800	0.150190
0.191900	0.150367
0.192000	0.150530
0.192100	0.150668
0.192200	0.150816
0.192300	0.150970
0.192400	0.151123
0.192500	0.151276
0.192600	0.151429
0.192700	0.151582
0.192800	0.151730
0.192900	0.151876
0.193000	0.152019
0.193100	0.152156
0.193200	0.152301
0.193300	0.152453
0.193400	0.152615
0.193500	0.152766
0.193600	0.152895
0.193700	0.153028
0.193800	0.153166
0.193900	0.153308
0.194000	0.153444
0.194100	0.153569
0.194200	0.153693
0.194300	0.153816
0.194400	0.153935
0.194500	0.154056
0.194600	0.154179
0.194700	0.154302
0.194800	0.154423
0.194900	0.154549
0.195000	0.154684
0.195100	0.154829
0.195200	0.154960
0.195300	0.155091
0.195400	0.155231
0.195500	0.155369
0.195600	0.155506
0.195700	0.155642
0.195800	0.155778
0.195900	0.155913
0.196000	0.156051
0.196100	0.156194
0.196200	0.156334
0.196300	0.156470
0.196400	0.156596
0.196500	0.156725
0.196600	0.156866
0.196700	0.157010
0.196800	0.157140
0.196900	0.157264
0.197000	0.157401
0.197100	0.157547
0.197200	0.157685
0.197300	0.157817
0.197400	0.157965
0.197500	0.158123
0.197600	0.158282
0.197700	0.158442
0.197800	0.158596
0.197900	0.158746
0.198000	0.158900
0.198100	0.159059
0.198200	0.159219
0.198300	0.159381
0.198400	0.159547
0.198500	0.159708
0.198600	0.159868
0.198700	0.160041
0.198800	0.160205
0.198900	0.160368
0.199000	0.160534
0.199100	0.160697
0.199200	0.160858
0.199300	0.161021
0.199400	0.161185
0.199500	0.161347
0.199600	0.161509
0.199700	0.161675
0.199800	0.161846
0.199900	0.162003
0.200000	0.162156
0.200100	0.162317
0.200200	0.162482
0.200300	0.162646
0.200400	0.162811
0.200500	0.162976
0.200600	0.163140
0.200700	0.163306
0.200800	0.163478
0.200900	0.163652
0.201000	0.163826
0.201100	0.163988
0.201200	0.164140
0.201300	0.164297
0.201400	0.164463
0.201500	0.164629
0.201600	0.164795
0.201700	0.164963
0.201800	0.165139
0.201900	0.165322
0.202000	0.165500
0.202100	0.165665
0.202200	0.165838
0.202300	0.166012
0.202400	0.166188
0.202500	0.166366
0.202600	0.166537
0.202700	0.166707
0.202800	0.166880
0.202900	0.167056
0.203000	0.167237
0.203100	0.167423
0.203200	0.167599
0.203300	0.167765
0.203400	0.167932
0.203500	0.168108
0.203600	0.168287
0.203700	0.168473
0.203800	0.168660
0.203900	0.168849
0.204000	0.169048
0.204100	0.169243
0.204200	0.169424
0.204300	0.169604
0.204400	0.169785
0.204500	0.169970
0.204600	0.170151
0.204700	0.170328
0.204800	0.170508
0.204900	0.170687
0.205000	0.170859
0.205100	0.171031
0.205200	0.171206
0.205300	0.171378
0.205400	0.171528
0.205500	0.171675
0.205600	0.171841
0.205700	0.172007
0.205800	0.172172
0.205900	0.172338
0.206000	0.172501
0.206100	0.172667
0.206200	0.172834
0.206300	0.173003
0.206400	0.173173
0.206500	0.173349
0.206600	0.173540
0.206700	0.173728
0.206800	0.173899
0.206900	0.174068
0.207000	0.174242
0.207100	0.174419
0.207200	0.174592
0.207300	0.174766
0.207400	0.174946
0.207500	0.175135
0.207600	0.175307
0.207700	0.175474
0.207800	0.175651
0.207900	0.175829
0.208000	0.176010
0.208100	0.176195
0.208200	0.176380
0.208300	0.176556
0.208400	0.176731
0.208500	0.176909
0.208600	0.177088
0.208700	0.177265
0.208800	0.177448
0.208900	0.177636
0.209000	0.177823
0.209100	0.178021
0.209200	0.178219
0.209300	0.178414
0.209400	0.178611
0.209500	0.178803
0.209600	0.179002
0.209700	0.179202
0.209800	0.179400
0.209900	0.179604
0.210000	0.179817
0.210100	0.180028
0.210200	0.180226
0.210300	0.180431
0.210400	0.180641
0.210500	0.180846
0.210600	0.181053
0.210700	0.181263
0.210800	0.181471
0.210900	0.181682
0.211000	0.181900
0.211100	0.182111
0.211200	0.182300
0.211300	0.182492
0.211400	0.182694
0.211500	0.182896
0.211600	0.183099
0.211700	0.183301
0.211800	0.183491
0.211900	0.183682
0.212000	0.183874
0.212100	0.184064
0.212200	0.184254
0.212300	0.184443
0.212400	0.184635
0.212500	0.184834
0.212600	0.185020
0.212700	0.185192
0.212800	0.185370
0.212900	0.185554
0.213000	0.185742
0.213100	0.185932
0.213200	0.186122
0.213300	0.186313
0.213400	0.186507
0.213500	0.186709
0.213600	0.186900
0.213700	0.187072
0.213800	0.187248
0.213900	0.187437
0.214000	0.187622
0.214100	0.187803
0.214200	0.187985
0.214300	0.188163
0.214400	0.188338
0.214500	0.188515
0.214600	0.188696
0.214700	0.188889
0.214800	0.189078
0.214900	0.189238
0.215000	0.189399
0.215100	0.189573
0.215200	0.189752
0.215300	0.189932
0.215400	0.190106
0.215500	0.190275
0.215600	0.190452
0.215700	0.190633
0.215800	0.190821
0.215900	0.191009
0.216000	0.191200
0.216100	0.191393
0.216200	0.191574
0.216300	0.191756
0.216400	0.191942
0.216500	0.192124
0.216600	0.192304
0.216700	0.192483
0.216800	0.192664
0.216900	0.192845
0.217000	0.193030
0.217100	0.193206
0.217200	0.193390
0.217300	0.193580
0.217400	0.193754
0.217500	0.193925
0.217600	0.194095
0.217700	0.194261
0.217800	0.194424
0.217900	0.194585
0.218000	0.194743
0.218100	0.194902
0.218200	0.195067
0.218300	0.195240
0.218400	0.195406
0.218500	0.195560
0.218600	0.195729
0.218700	0.195899
0.218800	0.196071
0.218900	0.196248
0.219000	0.196429
0.219100	0.196607
0.219200	0.196771
0.219300	0.196927
0.219400	0.197088
0.219500	0.197254
0.219600	0.197428
0.219700	0.197600
0.219800	0.197767
0.219900	0.197935
0.220000	0.198114
0.220100	0.198285
0.220200	0.198449
0.220300	0.198613
0.220400	0.198776
0.220500	0.198937
0.220600	0.199099
0.220700	0.199265
0.220800	0.199438
0.220900	0.199608
0.221000	0.199771
0.221100	0.199944
0.221200	0.200114
0.221300	0.200284
0.221400	0.200456
0.221500	0.200631
0.221600	0.200810
0.221700	0.200989
0.221800	0.201161
0.221900	0.201336
0.222000	0.201516
0.222100	0.201692
0.222200	0.201865
0.222300	0.202052
0.222400	0.202236
0.222500	0.202422
0.222600	0.202614
0.222700	0.202800
0.222800	0.202980
0.222900	0.203168
0.223000	0.203369
0.223100	0.203566
0.223200	0.203755
0.223300	0.203944
0.223400	0.204140
0.223500	0.204340
0.223600	0.204535
0.223700	0.204740
0.223800	0.204960
0.223900	0.205166
0.224000	0.205359
0.224100	0.205553
0.224200	0.205744
0.224300	0.205937
0.224400	0.206136
0.224500	0.206329
0.224600	0.206511
0.224700	0.206686
0.224800	0.206864
0.224900	0.207040
0.225000	0.207222
0.225100	0.207405
0.225200	0.207588
0.225300	0.207770
0.225400	0.207951
0.225500	0.208133
0.225600	0.208315
0.225700	0.208496
0.225800	0.208686
0.225900	0.208871
0.226000	0.209042
0.226100	0.209215
0.226200	0.209395
0.226300	0.209575
0.226400	0.209755
0.226500	0.209929
0.226600	0.210107
0.226700	0.210287
0.226800	0.210458
0.226900	0.210621
0.227000	0.210789
0.227100	0.210965
0.227200	0.211140
0.227300	0.211314
0.227400	0.211489
0.227500	0.211651
0.227600	0.211803
0.227700	0.211980
0.227800	0.212155
0.227900	0.212326
0.228000	0.212494
0.228100	0.212662
0.228200	0.212833
0.228300	0.213003
0.228400	0.213157
0.228500	0.213311
0.228600	0.213476
0.228700	0.213649
0.228800	0.213827
0.228900	0.213999
0.229000	0.214176
0.229100	0.214359
0.229200	0.214544
0.229300	0.214731
0.229400	0.214923
0.229500	0.215120
0.229600	0.215306
0.229700	0.215488
0.229800	0.215676
0.229900	0.215861
0.230000	0.216048
0.230100	0.216236
0.230200	0.216424
0.230300	0.216613
0.230400	0.216791
0.230500	0.216978
0.230600	0.217164
0.230700	0.217341
0.230800	0.217520
0.230900	0.217701
0.231000	0.217877
0.231100	0.218056
0.231200	0.218234
0.231300	0.218413
0.231400	0.218603
0.231500	0.218795
0.231600	0.218966
0.231700	0.219150
0.231800	0.219343
0.231900	0.219546
0.232000	0.219753
0.232100	0.219965
0.232200	0.220175
0.232300	0.220364
0.232400	0.220541
0.232500	0.220729
0.232600	0.220923
0.232700	0.221116
0.232800	0.221304
0.232900	0.221501
0.233000	0.221700
0.233100	0.221900
0.233200	0.222097
0.233300	0.222296
0.233400	0.222489
0.233500	0.222683
0.233600	0.222879
0.233700	0.223075
0.233800	0.223282
0.233900	0.223486
0.234000	0.223690
0.234100	0.223901
0.234200	0.224114
0.234300	0.224326
0.234400	0.224534
0.234500	0.224754
0.234600	0.224961
0.234700	0.225168
0.234800	0.225374
0.234900	0.225579
0.235000	0.225778
0.235100	0.225974
0.235200	0.226171
0.235300	0.226377
0.235400	0.226577
0.235500	0.226774
0.235600	0.226979
0.235700	0.227182
0.235800	0.227393
0.235900	0.227604
0.236000	0.227814
0.236100	0.228036
0.236200	0.228273
0.236300	0.228502
0.236400	0.228712
0.236500	0.228926
0.236600	0.229145
0.236700	0.229359
0.236800	0.229582
0.236900	0.229823
0.237000	0.230058
0.237100	0.230290
0.237200	0.230522
0.237300	0.230757
0.237400	0.230999
0.237500	0.231232
0.237600	0.231462
0.237700	0.231702
0.237800	0.231944
0.237900	0.232187
0.238000	0.232427
0.238100	0.232661
0.238200	0.232895
0.238300	0.233129
0.238400	0.233363
0.238500	0.233604
0.238600	0.233837
0.238700	0.234059
0.238800	0.234287
0.238900	0.234514
0.239000	0.234740
0.239100	0.234965
0.239200	0.235193
0.239300	0.235415
0.239400	0.235625
0.239500	0.235849
0.239600	0.236077
0.239700	0.236302
0.239800	0.236527
0.239900	0.236753
0.240000	0.236984
0.240100	0.237205
0.240200	0.237420
0.240300	0.237646
0.240400	0.237878
0.240500	0.238099
0.240600	0.238320
0.240700	0.238535
0.240800	0.238740
0.240900	0.238963
0.241000	0.239193
0.241100	0.239412
0.241200	0.239627
0.241300	0.239838
0.241400	0.240047
0.241500	0.240244
0.241600	0.240432
0.241700	0.240628
0.241800	0.240831
0.241900	0.241027
0.242000	0.241218
0.242100	0.241412
0.242200	0.241610
0.242300	0.241811
0.242400	0.242013
0.242500	0.242210
0.242600	0.242405
0.242700	0.242609
0.242800	0.242817
0.242900	0.243030
0.243000	0.243239
0.243100	0.243448
0.243200	0.243660
0.243300	0.243880
0.243400	0.244102
0.243500	0.244333
0.243600	0.244564
0.243700	0.244782
0.243800	0.245005
0.243900	0.245228
0.244000	0.245449
0.244100	0.245665
0.244200	0.245883
0.244300	0.246096
0.244400	0.246296
0.244500	0.246499
0.244600	0.246711
0.244700	0.246925
0.244800	0.247139
0.244900	0.247343
0.245000	0.247557
0.245100	0.247792
0.245200	0.248028
0.245300	0.248267
0.245400	0.248504
0.245500	0.248727
0.245600	0.248937
0.245700	0.249149
0.245800	0.249371
0.245900	0.249594
0.246000	0.249808
0.246100	0.250026
0.246200	0.250246
0.246300	0.250468
0.246400	0.250689
0.246500	0.250904
0.246600	0.251120
0.246700	0.251336
0.246800	0.251556
0.246900	0.251775
0.247000	0.251990
0.247100	0.252215
0.247200	0.252444
0.247300	0.252672
0.247400	0.252900
0.247500	0.253121
0.247600	0.253344
0.247700	0.253572
0.247800	0.253799
0.247900	0.254029
0.248000	0.254254
0.248100	0.254481
0.248200	0.254713
0.248300	0.254949
0.248400	0.255178
0.248500	0.255407
0.248600	0.255644
0.248700	0.255872
0.248800	0.256099
0.248900	0.256330
0.249000	0.256569
0.249100	0.256809
0.249200	0.257053
0.249300	0.257310
0.249400	0.257558
0.249500	0.257803
0.249600	0.258034
0.249700	0.258234
0.249800	0.258432
0.249900	0.258644
0.250000	0.258864
