delta_t	error
0.713700	1.818028
0.713800	1.818922
0.713900	1.819777
0.714000	1.820734
0.714100	1.821697
0.714200	1.822661
0.714300	1.823655
0.714400	1.824612
0.714500	1.825562
0.714600	1.826536
0.714700	1.827520
0.714800	1.828506
0.714900	1.829483
0.715000	1.830460
0.715100	1.831404
0.715200	1.832286
0.715300	1.833202
0.715400	1.834150
0.715500	1.835127
0.715600	1.836095
0.715700	1.837010
0.715800	1.837955
0.715900	1.838911
0.716000	1.839863
0.716100	1.840814
0.716200	1.841757
0.716300	1.842736
0.716400	1.843728
0.716500	1.844653
0.716600	1.845622
0.716700	1.846576
0.716800	1.847458
0.716900	1.848370
0.717000	1.849304
0.717100	1.850229
0.717200	1.851158
0.717300	1.852091
0.717400	1.853029
0.717500	1.853991
0.717600	1.854972
0.717700	1.855946
0.717800	1.856935
0.717900	1.857939
0.718000	1.858910
0.718100	1.859838
0.718200	1.860787
0.718300	1.861764
0.718400	1.862751
0.718500	1.863741
0.718600	1.864735
0.718700	1.865790
0.718800	1.866777
0.718900	1.867631
0.719000	1.868567
0.719100	1.869569
0.719200	1.870563
0.719300	1.871550
0.719400	1.872453
0.719500	1.873353
0.719600	1.874293
0.719700	1.875256
0.719800	1.876235
0.719900	1.877183
0.720000	1.878094
0.720100	1.879013
0.720200	1.879964
0.720300	1.880944
0.720400	1.881927
0.720500	1.882896
0.720600	1.883876
0.720700	1.884862
0.720800	1.885848
0.720900	1.886852
0.721000	1.887955
0.721100	1.889077
0.721200	1.890002
0.721300	1.890889
0.721400	1.891844
0.721500	1.892806
0.721600	1.893798
0.721700	1.894772
0.721800	1.895717
0.721900	1.896663
0.722000	1.897599
0.722100	1.898518
0.722200	1.899435
0.722300	1.900319
0.722400	1.901193
0.722500	1.902087
0.722600	1.902991
0.722700	1.903890
0.722800	1.904800
0.722900	1.905727
0.723000	1.906662
0.723100	1.907541
0.723200	1.908423
0.723300	1.909287
0.723400	1.910135
0.723500	1.911023
0.723600	1.911883
0.723700	1.912775
0.723800	1.913698
0.723900	1.914738
0.724000	1.915767
0.724100	1.916608
0.724200	1.917423
0.724300	1.918306
0.724400	1.919203
0.724500	1.920126
0.724600	1.921060
0.724700	1.922001
0.724800	1.922888
0.724900	1.923773
0.725000	1.924679
0.725100	1.925591
0.725200	1.926517
0.725300	1.927480
0.725400	1.928435
0.725500	1.929323
0.725600	1.930181
0.725700	1.931093
0.725800	1.932018
0.725900	1.932908
0.726000	1.933743
0.726100	1.934665
0.726200	1.935513
0.726300	1.936427
0.726400	1.937386
0.726500	1.938329
0.726600	1.939252
0.726700	1.940177
0.726800	1.941143
0.726900	1.942055
0.727000	1.942907
0.727100	1.943805
0.727200	1.944731
0.727300	1.945675
0.727400	1.946614
0.727500	1.947542
0.727600	1.948479
0.727700	1.949462
0.727800	1.950465
0.727900	1.951378
0.728000	1.952244
0.728100	1.953138
0.728200	1.954049
0.728300	1.954962
0.728400	1.955942
0.728500	1.956870
0.728600	1.957685
0.728700	1.958579
0.728800	1.959467
0.728900	1.960299
0.729000	1.961162
0.729100	1.962034
0.729200	1.962907
0.729300	1.963791
0.729400	1.964670
0.729500	1.965527
0.729600	1.966379
0.729700	1.967244
0.729800	1.968126
0.729900	1.969021
0.730000	1.969950
0.730100	1.970894
0.730200	1.971865
0.730300	1.972789
0.730400	1.973727
0.730500	1.974665
0.730600	1.975580
0.730700	1.976486
0.730800	1.977435
0.730900	1.978376
0.731000	1.979218
0.731100	1.980071
0.731200	1.980997
0.731300	1.981967
0.731400	1.982828
0.731500	1.983682
0.731600	1.984570
0.731700	1.985449
0.731800	1.986332
0.731900	1.987231
0.732000	1.988146
0.732100	1.989074
0.732200	1.989981
0.732300	1.990781
0.732400	1.991579
0.732500	1.992447
0.732600	1.993344
0.732700	1.994272
0.732800	1.995224
0.732900	1.996175
0.733000	1.997144
0.733100	1.998110
0.733200	1.999059
0.733300	1.999998
0.733400	2.000952
0.733500	2.001922
0.733600	2.002810
0.733700	2.003699
0.733800	2.004594
0.733900	2.005485
0.734000	2.006356
0.734100	2.007226
0.734200	2.008112
0.734300	2.009046
0.734400	2.009982
0.734500	2.010836
0.734600	2.011678
0.734700	2.012517
0.734800	2.013358
0.734900	2.014189
0.735000	2.015034
0.735100	2.015908
0.735200	2.016793
0.735300	2.017632
0.735400	2.018418
0.735500	2.019235
0.735600	2.020112
0.735700	2.021021
0.735800	2.021943
0.735900	2.022867
0.736000	2.023790
0.736100	2.024752
0.736200	2.025753
0.736300	2.026774
0.736400	2.027603
0.736500	2.028341
0.736600	2.029140
0.736700	2.029972
0.736800	2.030812
0.736900	2.031648
0.737000	2.032435
0.737100	2.033219
0.737200	2.034034
0.737300	2.034898
0.737400	2.035783
0.737500	2.036659
0.737600	2.037524
0.737700	2.038411
0.737800	2.039359
0.737900	2.040310
0.738000	2.041127
0.738100	2.041949
0.738200	2.042802
0.738300	2.043677
0.738400	2.044590
0.738500	2.045487
0.738600	2.046305
0.738700	2.047181
0.738800	2.048153
0.738900	2.049140
0.739000	2.050029
0.739100	2.050915
0.739200	2.051773
0.739300	2.052615
0.739400	2.053453
0.739500	2.054292
0.739600	2.055081
0.739700	2.055811
0.739800	2.056542
0.739900	2.057318
0.740000	2.058098
0.740100	2.058876
0.740200	2.059674
0.740300	2.060499
0.740400	2.061339
0.740500	2.062256
0.740600	2.063217
0.740700	2.064188
0.740800	2.065126
0.740900	2.066043
0.741000	2.067036
0.741100	2.068059
0.741200	2.068851
0.741300	2.069626
0.741400	2.070467
0.741500	2.071303
0.741600	2.072110
0.741700	2.072904
0.741800	2.073663
0.741900	2.074432
0.742000	2.075254
0.742100	2.076159
0.742200	2.077066
0.742300	2.077961
0.742400	2.078828
0.742500	2.079715
0.742600	2.080639
0.742700	2.081568
0.742800	2.082520
0.742900	2.083464
0.743000	2.084318
0.743100	2.085142
0.743200	2.085995
0.743300	2.086844
0.743400	2.087675
0.743500	2.088482
0.743600	2.089282
0.743700	2.090120
0.743800	2.091053
0.743900	2.091973
0.744000	2.092725
0.744100	2.093583
0.744200	2.094462
0.744300	2.095332
0.744400	2.096223
0.744500	2.097095
0.744600	2.097976
0.744700	2.098835
0.744800	2.099677
0.744900	2.100529
0.745000	2.101380
0.745100	2.102219
0.745200	2.103087
0.745300	2.104000
0.745400	2.104930
0.745500	2.105802
0.745600	2.106572
0.745700	2.107350
0.745800	2.108220
0.745900	2.109061
0.746000	2.109867
0.746100	2.110680
0.746200	2.111534
0.746300	2.112394
0.746400	2.113185
0.746500	2.114011
0.746600	2.114885
0.746700	2.115742
0.746800	2.116648
0.746900	2.117565
0.747000	2.118382
0.747100	2.119166
0.747200	2.119966
0.747300	2.120783
0.747400	2.121587
0.747500	2.122426
0.747600	2.123306
0.747700	2.124156
0.747800	2.124988
0.747900	2.125844
0.748000	2.126702
0.748100	2.127556
0.748200	2.128410
0.748300	2.129288
0.748400	2.130206
0.748500	2.131165
0.748600	2.132132
0.748700	2.132988
0.748800	2.133789
0.748900	2.134718
0.749000	2.135636
0.749100	2.136563
0.749200	2.137474
0.749300	2.138426
0.749400	2.139431
0.749500	2.140304
0.749600	2.141129
0.749700	2.141987
0.749800	2.142872
0.749900	2.143760
0.750000	2.144661
0.750100	2.145613
0.750200	2.146583
0.750300	2.147441
0.750400	2.148242
0.750500	2.149110
0.750600	2.149995
0.750700	2.150859
0.750800	2.151707
0.750900	2.152536
0.751000	2.153369
0.751100	2.154179
0.751200	2.154985
0.751300	2.155807
0.751400	2.156667
0.751500	2.157515
0.751600	2.158379
0.751700	2.159307
0.751800	2.160260
0.751900	2.161178
0.752000	2.161992
0.752100	2.162787
0.752200	2.163606
0.752300	2.164436
0.752400	2.165294
0.752500	2.166179
0.752600	2.167057
0.752700	2.167904
0.752800	2.168739
0.752900	2.169615
0.753000	2.170535
0.753100	2.171415
0.753200	2.172272
0.753300	2.173151
0.753400	2.174018
0.753500	2.174911
0.753600	2.175866
0.753700	2.176697
0.753800	2.177503
0.753900	2.178362
0.754000	2.179261
0.754100	2.180173
0.754200	2.181082
0.754300	2.181943
0.754400	2.182759
0.754500	2.183646
0.754600	2.184572
0.754700	2.185415
0.754800	2.186306
0.754900	2.187217
0.755000	2.188084
0.755100	2.188886
0.755200	2.189695
0.755300	2.190550
0.755400	2.191456
0.755500	2.192391
0.755600	2.193250
0.755700	2.194094
0.755800	2.194972
0.755900	2.195848
0.756000	2.196729
0.756100	2.197601
0.756200	2.198481
0.756300	2.199405
0.756400	2.200305
0.756500	2.201154
0.756600	2.202038
0.756700	2.202962
0.756800	2.203875
0.756900	2.204808
0.757000	2.205661
0.757100	2.206576
0.757200	2.207470
0.757300	2.208313
0.757400	2.209169
0.757500	2.210008
0.757600	2.210864
0.757700	2.211697
0.757800	2.212509
0.757900	2.213344
0.758000	2.214217
0.758100	2.215067
0.758200	2.215930
0.758300	2.216880
0.758400	2.217788
0.758500	2.218607
0.758600	2.219405
0.758700	2.220240
0.758800	2.221094
0.758900	2.221924
0.759000	2.222776
0.759100	2.223640
0.759200	2.224523
0.759300	2.225409
0.759400	2.226291
0.759500	2.227102
0.759600	2.227942
0.759700	2.228867
0.759800	2.229861
0.759900	2.230793
0.760000	2.231682
0.760100	2.232549
0.760200	2.233410
0.760300	2.234279
0.760400	2.235169
0.760500	2.236027
0.760600	2.236815
0.760700	2.237600
0.760800	2.238402
0.760900	2.239225
0.761000	2.240090
0.761100	2.240990
0.761200	2.241879
0.761300	2.242787
0.761400	2.243682
0.761500	2.244455
0.761600	2.245251
0.761700	2.246061
0.761800	2.246834
0.761900	2.247602
0.762000	2.248387
0.762100	2.249210
0.762200	2.250068
0.762300	2.250910
0.762400	2.251780
0.762500	2.252680
0.762600	2.253600
0.762700	2.254625
0.762800	2.255527
0.762900	2.256309
0.763000	2.257190
0.763100	2.258118
0.763200	2.258987
0.763300	2.259855
0.763400	2.260785
0.763500	2.261736
0.763600	2.262575
0.763700	2.263302
0.763800	2.264063
0.763900	2.264914
0.764000	2.265821
0.764100	2.266736
0.764200	2.267645
0.764300	2.268558
0.764400	2.269433
0.764500	2.270255
0.764600	2.271161
0.764700	2.271955
0.764800	2.272775
0.764900	2.273583
0.765000	2.274300
0.765100	2.275037
0.765200	2.275849
0.765300	2.276698
0.765400	2.277464
0.765500	2.278266
0.765600	2.279137
0.765700	2.280008
0.765800	2.280884
0.765900	2.281756
0.766000	2.282703
0.766100	2.283637
0.766200	2.284409
0.766300	2.285123
0.766400	2.285940
0.766500	2.286725
0.766600	2.287547
0.766700	2.288368
0.766800	2.289178
0.766900	2.290022
0.767000	2.290882
0.767100	2.291704
0.767200	2.292537
0.767300	2.293399
0.767400	2.294316
0.767500	2.295270
0.767600	2.296043
0.767700	2.296688
0.767800	2.297475
0.767900	2.298291
0.768000	2.299114
0.768100	2.299953
0.768200	2.300817
0.768300	2.301688
0.768400	2.302419
0.768500	2.303098
0.768600	2.303862
0.768700	2.304694
0.768800	2.305574
0.768900	2.306493
0.769000	2.307424
0.769100	2.308349
0.769200	2.309235
0.769300	2.310129
0.769400	2.311049
0.769500	2.312001
0.769600	2.312964
0.769700	2.313778
0.769800	2.314542
0.769900	2.315349
0.770000	2.316173
0.770100	2.316992
0.770200	2.317810
0.770300	2.318654
0.770400	2.319492
0.770500	2.320325
0.770600	2.321239
0.770700	2.322143
0.770800	2.323069
0.770900	2.323928
0.771000	2.324748
0.771100	2.325561
0.771200	2.326308
0.771300	2.327022
0.771400	2.327767
0.771500	2.328549
0.771600	2.329364
0.771700	2.330216
0.771800	2.331057
0.771900	2.331808
0.772000	2.332571
0.772100	2.333421
0.772200	2.334376
0.772300	2.335332
0.772400	2.336200
0.772500	2.337044
0.772600	2.338008
0.772700	2.339041
0.772800	2.339929
0.772900	2.340744
0.773000	2.341606
0.773100	2.342460
0.773200	2.343288
0.773300	2.344079
0.773400	2.344830
0.773500	2.345547
0.773600	2.346277
0.773700	2.347024
0.773800	2.347758
0.773900	2.348531
0.774000	2.349407
0.774100	2.350255
0.774200	2.351080
0.774300	2.351996
0.774400	2.352954
0.774500	2.353915
0.774600	2.354893
0.774700	2.355787
0.774800	2.356668
0.774900	2.357574
0.775000	2.358498
0.775100	2.359441
0.775200	2.360378
0.775300	2.361267
0.775400	2.362131
0.775500	2.362979
0.775600	2.363839
0.775700	2.364668
0.775800	2.365551
0.775900	2.366413
0.776000	2.367177
0.776100	2.367995
0.776200	2.368869
0.776300	2.369796
0.776400	2.370784
0.776500	2.371830
0.776600	2.372837
0.776700	2.373639
0.776800	2.374453
0.776900	2.375344
0.777000	2.376258
0.777100	2.377178
0.777200	2.378148
0.777300	2.379082
0.777400	2.379972
0.777500	2.380846
0.777600	2.381713
0.777700	2.382656
0.777800	2.383517
0.777900	2.384328
0.778000	2.385193
0.778100	2.386083
0.778200	2.387004
0.778300	2.387908
0.778400	2.388785
0.778500	2.389613
0.778600	2.390421
0.778700	2.391244
0.778800	2.392077
0.778900	2.392942
0.779000	2.393871
0.779100	2.394855
0.779200	2.395749
0.779300	2.396660
0.779400	2.397506
0.779500	2.398326
0.779600	2.399162
0.779700	2.400009
0.779800	2.400844
0.779900	2.401685
0.780000	2.402466
0.780100	2.403226
0.780200	2.404035
0.780300	2.404819
0.780400	2.405638
0.780500	2.406579
0.780600	2.407588
0.780700	2.408451
0.780800	2.409180
0.780900	2.409969
0.781000	2.410847
0.781100	2.411621
0.781200	2.412455
0.781300	2.413373
0.781400	2.414195
0.781500	2.415005
0.781600	2.415812
0.781700	2.416630
0.781800	2.417452
0.781900	2.418281
0.782000	2.419117
0.782100	2.419948
0.782200	2.420840
0.782300	2.421739
0.782400	2.422635
0.782500	2.423513
0.782600	2.424313
0.782700	2.425145
0.782800	2.425964
0.782900	2.426795
0.783000	2.427621
0.783100	2.428397
0.783200	2.429216
0.783300	2.430056
0.783400	2.430912
0.783500	2.431750
0.783600	2.432580
0.783700	2.433453
0.783800	2.434314
0.783900	2.435144
0.784000	2.436006
0.784100	2.436871
0.784200	2.437572
0.784300	2.438296
0.784400	2.439062
0.784500	2.439840
0.784600	2.440642
0.784700	2.441510
0.784800	2.442445
0.784900	2.443413
0.785000	2.444292
0.785100	2.444927
0.785200	2.445628
0.785300	2.446439
0.785400	2.447297
0.785500	2.448138
0.785600	2.448947
0.785700	2.449784
0.785800	2.450574
0.785900	2.451285
0.786000	2.452066
0.786100	2.452872
0.786200	2.453734
0.786300	2.454592
0.786400	2.455413
0.786500	2.456260
0.786600	2.457102
0.786700	2.457930
0.786800	2.458759
0.786900	2.459563
0.787000	2.460317
0.787100	2.461097
0.787200	2.461899
0.787300	2.462709
0.787400	2.463572
0.787500	2.464471
0.787600	2.465283
0.787700	2.466203
0.787800	2.467075
0.787900	2.467930
0.788000	2.468774
0.788100	2.469603
0.788200	2.470443
0.788300	2.471299
0.788400	2.472183
0.788500	2.473032
0.788600	2.473770
0.788700	2.474536
0.788800	2.475324
0.788900	2.476090
0.789000	2.476892
0.789100	2.477762
0.789200	2.478595
0.789300	2.479440
0.789400	2.480344
0.789500	2.481313
0.789600	2.482432
0.789700	2.483501
0.789800	2.484233
0.789900	2.484916
0.790000	2.485670
0.790100	2.486459
0.790200	2.487263
0.790300	2.488091
0.790400	2.488944
0.790500	2.489785
0.790600	2.490622
0.790700	2.491520
0.790800	2.492437
0.790900	2.493266
0.791000	2.494129
0.791100	2.495022
0.791200	2.495946
0.791300	2.496770
0.791400	2.497527
0.791500	2.498320
0.791600	2.499121
0.791700	2.499923
0.791800	2.500729
0.791900	2.501539
0.792000	2.502325
0.792100	2.503133
0.792200	2.503954
0.792300	2.504811
0.792400	2.505699
0.792500	2.506586
0.792600	2.507459
0.792700	2.508366
0.792800	2.509187
0.792900	2.509996
0.793000	2.510843
0.793100	2.511724
0.793200	2.512633
0.793300	2.513452
0.793400	2.514267
0.793500	2.515121
0.793600	2.515984
0.793700	2.516933
0.793800	2.517895
0.793900	2.518878
0.794000	2.519789
0.794100	2.520625
0.794200	2.521488
0.794300	2.522349
0.794400	2.523269
0.794500	2.524209
0.794600	2.525058
0.794700	2.525924
0.794800	2.526796
0.794900	2.527658
0.795000	2.528490
0.795100	2.529319
0.795200	2.530126
0.795300	2.530937
0.795400	2.531774
0.795500	2.532674
0.795600	2.533580
0.795700	2.534463
0.795800	2.535304
0.795900	2.536134
0.796000	2.536973
0.796100	2.537790
0.796200	2.538640
0.796300	2.539434
0.796400	2.540250
0.796500	2.541064
0.796600	2.541870
0.796700	2.542671
0.796800	2.543467
0.796900	2.544255
0.797000	2.545015
0.797100	2.545837
0.797200	2.546700
0.797300	2.547575
0.797400	2.548499
0.797500	2.549360
0.797600	2.550102
0.797700	2.550843
0.797800	2.551654
0.797900	2.552489
0.798000	2.553318
0.798100	2.554256
0.798200	2.555308
0.798300	2.556070
0.798400	2.556631
0.798500	2.557345
0.798600	2.558161
0.798700	2.559024
0.798800	2.559905
0.798900	2.560798
0.799000	2.561669
0.799100	2.562560
0.799200	2.563440
0.799300	2.564270
0.799400	2.565066
0.799500	2.565890
0.799600	2.566789
0.799700	2.567658
0.799800	2.568466
0.799900	2.569247
0.800000	2.569982
0.800100	2.570725
0.800200	2.571474
0.800300	2.572249
0.800400	2.573037
0.800500	2.573852
0.800600	2.574753
0.800700	2.575694
0.800800	2.576585
0.800900	2.577473
0.801000	2.578375
0.801100	2.579293
0.801200	2.580231
0.801300	2.581046
0.801400	2.581802
0.801500	2.582644
0.801600	2.583506
0.801700	2.584363
0.801800	2.585311
0.801900	2.586278
0.802000	2.587018
0.802100	2.587725
0.802200	2.588529
0.802300	2.589398
0.802400	2.590339
0.802500	2.591216
0.802600	2.592063
0.802700	2.592888
0.802800	2.593756
0.802900	2.594767
0.803000	2.595785
0.803100	2.596503
0.803200	2.597124
0.803300	2.597871
0.803400	2.598621
0.803500	2.599406
0.803600	2.600206
0.803700	2.600898
0.803800	2.601582
0.803900	2.602324
0.804000	2.603074
0.804100	2.603809
0.804200	2.604589
0.804300	2.605441
0.804400	2.606330
0.804500	2.607172
0.804600	2.608044
0.804700	2.608909
0.804800	2.609796
0.804900	2.610720
0.805000	2.611578
0.805100	2.612461
0.805200	2.613263
0.805300	2.614063
0.805400	2.614866
0.805500	2.615665
0.805600	2.616508
0.805700	2.617373
0.805800	2.618148
0.805900	2.618980
0.806000	2.619811
0.806100	2.620664
0.806200	2.621552
0.806300	2.622342
0.806400	2.623202
0.806500	2.624095
0.806600	2.624933
0.806700	2.625731
0.806800	2.626473
0.806900	2.627274
0.807000	2.628177
0.807100	2.629212
0.807200	2.630077
0.807300	2.630774
0.807400	2.631486
0.807500	2.632202
0.807600	2.632989
0.807700	2.633836
0.807800	2.634587
0.807900	2.635310
0.808000	2.636115
0.808100	2.636917
0.808200	2.637726
0.808300	2.638584
0.808400	2.639577
0.808500	2.640524
0.808600	2.641457
0.808700	2.642392
0.808800	2.643329
0.808900	2.644229
0.809000	2.645085
0.809100	2.645915
0.809200	2.646711
0.809300	2.647482
0.809400	2.648240
0.809500	2.648983
0.809600	2.649740
0.809700	2.650459
0.809800	2.651181
0.809900	2.651905
0.810000	2.652657
0.810100	2.653425
0.810200	2.654178
0.810300	2.654961
0.810400	2.655737
0.810500	2.656576
0.810600	2.657447
0.810700	2.658368
0.810800	2.659366
0.810900	2.660403
0.811000	2.661248
0.811100	2.661992
0.811200	2.662788
0.811300	2.663694
0.811400	2.664668
0.811500	2.665643
0.811600	2.666588
0.811700	2.667402
0.811800	2.668249
0.811900	2.669233
0.812000	2.670074
0.812100	2.670737
0.812200	2.671462
0.812300	2.672230
0.812400	2.673068
0.812500	2.673858
0.812600	2.674470
0.812700	2.675113
0.812800	2.675803
0.812900	2.676533
0.813000	2.677317
0.813100	2.678144
0.813200	2.678987
0.813300	2.679814
0.813400	2.680644
0.813500	2.681441
0.813600	2.682235
0.813700	2.683034
0.813800	2.683867
0.813900	2.684665
0.814000	2.685446
0.814100	2.686218
0.814200	2.687004
0.814300	2.687823
0.814400	2.688666
0.814500	2.689479
0.814600	2.690319
0.814700	2.691201
0.814800	2.692118
0.814900	2.692881
0.815000	2.693616
0.815100	2.694414
0.815200	2.695250
0.815300	2.696067
0.815400	2.696772
0.815500	2.697458
0.815600	2.698208
0.815700	2.699018
0.815800	2.699872
0.815900	2.700834
0.816000	2.701754
0.816100	2.702687
0.816200	2.703597
0.816300	2.704455
0.816400	2.705253
0.816500	2.706067
0.816600	2.707019
0.816700	2.707967
0.816800	2.708722
0.816900	2.709414
0.817000	2.710173
0.817100	2.710973
0.817200	2.711786
0.817300	2.712602
0.817400	2.713409
0.817500	2.714263
0.817600	2.715173
0.817700	2.716120
0.817800	2.717022
0.817900	2.717877
0.818000	2.718686
0.818100	2.719476
0.818200	2.720259
0.818300	2.721050
0.818400	2.721832
0.818500	2.722543
0.818600	2.723287
0.818700	2.724087
0.818800	2.724880
0.818900	2.725581
0.819000	2.726311
0.819100	2.727155
0.819200	2.728060
0.819300	2.728866
0.819400	2.729617
0.819500	2.730380
0.819600	2.731152
0.819700	2.731941
0.819800	2.732792
0.819900	2.733592
0.820000	2.734449
0.820100	2.735202
0.820200	2.735872
0.820300	2.736575
0.820400	2.737336
0.820500	2.738162
0.820600	2.739095
0.820700	2.739984
0.820800	2.740819
0.820900	2.741819
0.821000	2.742706
0.821100	2.743303
0.821200	2.744034
0.821300	2.744900
0.821400	2.745866
0.821500	2.746640
0.821600	2.747290
0.821700	2.748036
0.821800	2.748805
0.821900	2.749579
0.822000	2.750355
0.822100	2.751144
0.822200	2.751961
0.822300	2.752805
0.822400	2.753660
0.822500	2.754490
0.822600	2.755264
0.822700	2.756057
0.822800	2.756877
0.822900	2.757689
0.823000	2.758456
0.823100	2.759284
0.823200	2.760130
0.823300	2.760936
0.823400	2.761717
0.823500	2.762488
0.823600	2.763277
0.823700	2.764063
0.823800	2.764897
0.823900	2.765757
0.824000	2.766668
0.824100	2.767459
0.824200	2.768273
0.824300	2.769145
0.824400	2.770067
0.824500	2.770953
0.824600	2.771703
0.824700	2.772414
0.824800	2.773175
0.824900	2.773940
0.825000	2.774783
0.825100	2.775588
0.825200	2.776457
0.825300	2.777313
0.825400	2.778144
0.825500	2.778938
0.825600	2.779957
0.825700	2.781019
0.825800	2.781791
0.825900	2.782462
0.826000	2.783247
0.826100	2.784075
0.826200	2.784910
0.826300	2.785698
0.826400	2.786449
0.826500	2.787214
0.826600	2.787955
0.826700	2.788682
0.826800	2.789427
0.826900	2.790223
0.827000	2.791077
0.827100	2.791908
0.827200	2.792767
0.827300	2.793642
0.827400	2.794505
0.827500	2.795354
0.827600	2.796209
0.827700	2.797052
0.827800	2.797841
0.827900	2.798680
0.828000	2.799543
0.828100	2.800301
0.828200	2.800976
0.828300	2.801705
0.828400	2.802508
0.828500	2.803288
0.828600	2.804013
0.828700	2.804732
0.828800	2.805487
0.828900	2.806361
0.829000	2.807276
0.829100	2.808166
0.829200	2.809089
0.829300	2.809899
0.829400	2.810677
0.829500	2.811471
0.829600	2.812306
0.829700	2.813181
0.829800	2.814069
0.829900	2.815034
0.830000	2.816103
0.830100	2.816933
0.830200	2.817587
0.830300	2.818355
0.830400	2.819220
0.830500	2.820103
0.830600	2.820882
0.830700	2.821759
0.830800	2.822661
0.830900	2.823571
0.831000	2.824500
0.831100	2.825421
0.831200	2.826326
0.831300	2.827201
0.831400	2.828048
0.831500	2.828853
0.831600	2.829658
0.831700	2.830494
0.831800	2.831353
0.831900	2.832111
0.832000	2.832832
0.832100	2.833627
0.832200	2.834461
0.832300	2.835230
0.832400	2.836039
0.832500	2.836947
0.832600	2.837852
0.832700	2.838722
0.832800	2.839543
0.832900	2.840382
0.833000	2.841263
0.833100	2.842149
0.833200	2.843043
0.833300	2.843860
0.833400	2.844607
0.833500	2.845360
0.833600	2.846123
0.833700	2.846893
0.833800	2.847651
0.833900	2.848457
0.834000	2.849285
0.834100	2.850021
0.834200	2.850818
0.834300	2.851781
0.834400	2.852754
0.834500	2.853503
0.834600	2.854297
0.834700	2.855334
0.834800	2.856322
0.834900	2.857020
0.835000	2.857834
0.835100	2.858757
0.835200	2.859565
0.835300	2.860314
0.835400	2.861057
0.835500	2.861825
0.835600	2.862666
0.835700	2.863521
0.835800	2.864286
0.835900	2.865022
0.836000	2.865811
0.836100	2.866579
0.836200	2.867327
0.836300	2.868184
0.836400	2.869055
0.836500	2.869853
0.836600	2.870683
0.836700	2.871562
0.836800	2.872485
0.836900	2.873383
0.837000	2.874253
0.837100	2.875099
0.837200	2.876001
0.837300	2.876921
0.837400	2.877778
0.837500	2.878551
0.837600	2.879306
0.837700	2.880068
0.837800	2.880829
0.837900	2.881596
0.838000	2.882412
0.838100	2.883234
0.838200	2.884080
0.838300	2.885067
0.838400	2.886198
0.838500	2.887112
0.838600	2.887932
0.838700	2.888803
0.838800	2.889698
0.838900	2.890604
0.839000	2.891522
0.839100	2.892519
0.839200	2.893426
0.839300	2.894301
0.839400	2.895414
0.839500	2.896314
0.839600	2.896961
0.839700	2.897648
0.839800	2.898459
0.839900	2.899330
0.840000	2.900269
0.840100	2.901180
0.840200	2.902072
0.840300	2.902982
0.840400	2.903810
0.840500	2.904646
0.840600	2.905503
0.840700	2.906355
0.840800	2.907183
0.840900	2.908027
0.841000	2.908896
0.841100	2.909794
0.841200	2.910695
0.841300	2.911539
0.841400	2.912368
0.841500	2.913247
0.841600	2.914125
0.841700	2.914910
0.841800	2.915708
0.841900	2.916520
0.842000	2.917310
0.842100	2.918117
0.842200	2.918956
0.842300	2.919762
0.842400	2.920647
0.842500	2.921722
0.842600	2.922712
0.842700	2.923591
0.842800	2.924548
0.842900	2.925528
0.843000	2.926499
0.843100	2.927525
0.843200	2.928541
0.843300	2.929426
0.843400	2.930313
0.843500	2.931203
0.843600	2.932080
0.843700	2.933084
0.843800	2.934294
0.843900	2.935145
0.844000	2.935710
0.844100	2.936587
0.844200	2.937643
0.844300	2.938403
0.844400	2.939256
0.844500	2.940235
0.844600	2.941133
0.844700	2.942019
0.844800	2.942943
0.844900	2.943835
0.845000	2.944660
0.845100	2.945520
0.845200	2.946401
0.845300	2.947210
0.845400	2.948027
0.845500	2.948896
0.845600	2.949713
0.845700	2.950531
0.845800	2.951466
0.845900	2.952373
0.846000	2.953215
0.846100	2.954048
0.846200	2.954848
0.846300	2.955626
0.846400	2.956424
0.846500	2.957226
0.846600	2.958030
0.846700	2.958848
0.846800	2.959653
0.846900	2.960474
0.847000	2.961355
0.847100	2.962270
0.847200	2.963219
0.847300	2.964208
0.847400	2.965102
0.847500	2.965917
0.847600	2.966747
0.847700	2.967607
0.847800	2.968506
0.847900	2.969460
0.848000	2.970270
0.848100	2.970992
0.848200	2.971778
0.848300	2.972567
0.848400	2.973381
0.848500	2.974353
0.848600	2.975330
0.848700	2.975859
0.848800	2.976384
0.848900	2.977161
0.849000	2.977891
0.849100	2.978766
0.849200	2.979695
0.849300	2.980456
0.849400	2.981125
0.849500	2.981927
0.849600	2.982821
0.849700	2.983675
0.849800	2.984545
0.849900	2.985465
0.850000	2.986375
0.850100	2.987319
0.850200	2.988235
0.850300	2.989116
0.850400	2.990005
0.850500	2.990919
0.850600	2.991839
0.850700	2.992756
0.850800	2.993634
0.850900	2.994495
0.851000	2.995355
0.851100	2.996202
0.851200	2.997035
0.851300	2.997813
0.851400	2.998577
0.851500	2.999391
0.851600	3.000156
0.851700	3.000821
0.851800	3.001468
0.851900	3.002127
0.852000	3.002833
0.852100	3.003650
0.852200	3.004482
0.852300	3.005362
0.852400	3.006315
0.852500	3.007283
0.852600	3.008291
0.852700	3.009305
0.852800	3.010095
0.852900	3.010745
0.853000	3.011496
0.853100	3.012318
0.853200	3.013103
0.853300	3.013960
0.853400	3.014829
0.853500	3.015900
